Horodateur,Catégorie,Type de Question,Question,Réponse,Quelle est la difficulté de la question ? (subjectif),Votre nom,"Est-ce une question Troll ? (réponse sincère attendue, on pourra peut-être en faire un aspect du Trivial)",Nombre de Question
26/02/2021 15:37:14,Géographie (Cartographie & Géographie humaine),Question classique,Le Missouri est le plus long cours d'eau Nord-Américain. Vrai ou Faux ,Vrai,1,Clem,,
26/02/2021 15:39:27,Histoire (Politique & Date),Question classique,En quelle année Mayotte est devenu un département français ? à 2 près,2009,3,Félicien,,
26/02/2021 15:53:40,Géographie (Cartographie & Géographie humaine),Question classique,Quelle est l’altitude De piton de la fournaise ? (À 10% près),2632,3,B2o,,
26/02/2021 16:03:24,Montreuil,Question classique,Henri veut-il mourir heureux ? ,Non. Il veut mourir malheureux pour ne rien regretter,1,B2o,,
26/02/2021 18:14:47,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Comment s’appelle le dernier épisode de the 100?,The last war ,2,Alice,,
26/02/2021 18:16:59,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,À quoi sert l’application gleph?,À marquer et trier les livres qu’on a lus et ceux qu’on voudrait lire ,4,Alice ,,
26/02/2021 18:19:57,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Qui a écrit peau noire masques blancs? ,Frantz Fanon ,4,Alice,,
26/02/2021 18:25:14,Histoire (Politique & Date),Question classique,Quelle célèbre phrase Jean Dujardin a dite en pleine polémique sur la diffusion du film de Polanski? ,Je me casse ça pue dans ce pays ,4,Alice ,,
26/02/2021 18:25:50,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quelle est l’autrice De la petite dernière? ,Fatima daas ,2,Alice ,,
26/02/2021 18:27:56,Histoire (Politique & Date),Question classique,"Iris brey, journaliste Autrice et critique de cinéma a vulgarisé un concept américain en France, de quoi s’agit-il?",Du male gaze ( et ensuite du female gaze),5,Alice,,
26/02/2021 18:31:45,Histoire (Politique & Date),Question classique,Quel est le titre du sous titre «  pour une politique antiraciste de la protection » de Françoise Vergès? ,Une théorie féministe de la violence ,5,Alice ,,
27/02/2021 21:26:21,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel est le nom du sport indien qui inclu l'apnée dans les règles du jeu ? ,Le kabbaddi,5,Malo ,,
27/02/2021 21:29:49,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quelle est la conversion d'un inch (pouce) en cm ? (a une décimales près) ,2.54,4,Malo,,
27/02/2021 21:31:06,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Quel est le titre anglais du film ""la mort aux trousses"" ","""North by northwest"" ",3,Malo ,,
27/02/2021 21:31:40,Histoire (Politique & Date),Question classique,Quelles sont les dates de la guerre de Corée ? ,1950-1953,4,Malo ,,
27/02/2021 21:33:28,Histoire (Politique & Date),Question classique,Quel est le nom de la place où ont eu lieu des manifestation et un massacre à pekin en 1989 ? ,Tian'anmen,4,Malo,,
01/03/2021 14:41:25,Histoire (Politique & Date),Question classique,Combien de jours notre cher ami Patrick Balkany a-t il passé incarcéré à la prison de la Santé ? à 10% près,152 jours,2,Clem,,
01/03/2021 14:43:43,Histoire (Politique & Date),Question classique,"Quelle personne, pourtant condamnée à en appel à trois ans de prison ferme et dix ans d'inéligibilité en septembre 2020 devient chroniqueur de TPMP à partir du 4 mars 2021 ?",Isabelle Balkany ,2,Clem,,
03/03/2021 11:27:44,Histoire (Politique & Date),Question classique,Quelle est l'année du début de la guerre de 14-18 ? (à 10 ans près),1914,1,Clem,,
03/03/2021 13:58:54,Montreuil,Question classique,Faut-il mettre la charrue avant d'avoir vendu la peau de l'ours ?,Ça dépend si c'est un Grizzli ou pas,1,Kawaz,,
03/03/2021 14:00:14,Montreuil,Question classique,De quoi se fout l’hôpital ?,De la charité (de son personnel soignant accepté aussi),1,Clem,,
03/03/2021 14:01:41,Histoire (Politique & Date),Question classique,Combien y a-t-il de jours en 2021 ? (à 50 près),365,1,Clem,,
03/03/2021 15:49:35,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Combien vaut π ? (à 10% près),3,1,Clem,,
04/03/2021 09:47:37,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Qu'est ce qu'un Trolleybus ?,Un bus électrique attaché aux lignes électriques,3,Clem,,
04/03/2021 12:29:48,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Quel groupe de musique est composé des artistes ""André 3000"" et ""Big Boi"" ?",OutKast,4,Tiéno,,
04/03/2021 12:32:13,Géographie (Cartographie & Géographie humaine),Question classique,Combien de départements français sont en contact avec la mer Méditerranée ? ,9 (+ ou - 1),2,Tiéno,,
04/03/2021 12:33:55,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,De quel instrument jouait Manu Dibango ?,Saxophone,3,Tiéno,,
05/03/2021 10:17:28,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Si tu débranches ta mère pour l'héritage, quel est le paysage ?",Le fion de ta sœur,2,Clem,,
05/03/2021 16:19:10,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quelle est la date d'anniversaire (jj/mm/aaaa) de Paul Ricard?,9 juillet 1909.,1,Lila,,
05/03/2021 16:22:42,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"En 1958, Paul Ricard achète l'île d'Embiez. Que construit-il sur cette île?",L'institut océanographique Paul Ricard.,2,Lila,,
05/03/2021 16:25:10,Géographie (Cartographie & Géographie humaine),Question classique,"De quel village du Var proche du circuit du Castellet, Paul Ricard fut il maire entre 1972 et 1980?",Signes.,5,Lila,,
05/03/2021 16:26:20,Histoire (Politique & Date),Question classique,"Dans une lettre adressée à Georges Pompidou, qui a écrit « Quand toute la forêt aura brûlé, il n'y aura plus d'incendie. »?",Paul Ricard.,3,Lila,,
05/03/2021 16:28:42,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel est le plus grand concours international de pétanque au monde?,Mondial la Marseillaise à pétanque.,4,Lila,,
05/03/2021 16:29:41,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Qui est l'instigateur, avec l'appui du directeur du quotidien La Marseillaise, Michel Montana et de son directeur national des ventes de l'époque, Charles Pasqua, du Mondial la Marseillaise à pétanque?",Paul Ricard.,2,Lila,,
05/03/2021 16:33:44,Montreuil,Question classique,Quel est le deuxième prénom de Max Michel?,Pierre.,2,Lila,,
05/03/2021 16:35:06,Montreuil,"QCM (séparer les choix avec des "";"" )",Comment s'appelle le chauffeur de taxi de la Savoie: Philippe ; Jerome ; Guillaume ; Fabrice.,Jerome.,2,Lila,,
05/03/2021 16:36:28,Montreuil,Question classique,"De Marcel et Martel, lequel est un chien dans l'Assassin royal et lequel un voisin à Tessens?","Marcel voisin, Martel chien.",3,Marc N.,,
05/03/2021 16:40:11,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Pour la 51e édition du Mondial la Marseillaise à pétanque, le chiffre 51 qui a Marseille fait référence Pastis 51 avait été supprimé de l'affiche officielle. Pour quelle raison?",«Pour ne pas froisser Ricard » (partenaire historique du concours. Les deux font pourtant partie du même groupe de spiritueux).,2,Lila,,
05/03/2021 16:42:24,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Qui est venu lancer le bouchon du Mondial la Marseillaise à pétanque en 1979?,Louis Aragon.,2,Lila,,
05/03/2021 16:45:48,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Comment appelle-ton un double pastis 51?,"Un 102 ou encore un ""Gainsbourg"".",1,Lila,,
06/03/2021 09:08:33,Géographie (Cartographie & Géographie humaine),Question classique,Quelle est la capitale de la Mauritanie ?,Nouatchott,2,Cam,,
06/03/2021 09:12:10,Histoire (Politique & Date),Question classique,"À quelle date Nicolas Sarkozy a-t-il été condamné à trois ans de prison dont un an ferme pour l'affaire dite ""des écoutes"" ? ",Le 1er mars 2020,3,Cam,,
06/03/2021 09:17:12,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)","QCM (séparer les choix avec des "";"" )",Quel est le nom du groupe légendaire de Art Blakey ?,Weather Report ; the Jazz Messengers ; The Art Blakey orchestra ; Return to Forever,2,Cam,,
06/03/2021 09:19:30,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)","QCM (séparer les choix avec des "";"" )","Quel est 'linstrument joué Art Blakey, icône du hardbob ? ",le piano ; la trompette; la batterie ; les castagnettes,2,Cam,,
06/03/2021 09:24:15,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)","QCM (séparer les choix avec des "";"" )",Quel est le surnom amical de Art Blakey ? ,Bu ; Ba ; Bo ; Satchmo ; Count ,4,Cam,,
06/03/2021 09:39:30,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)","QCM (séparer les choix avec des "";"" )","Qui a réalisé le film ""Troll 2"" ? ",Claudio Fragasso ,4,Cam,,
06/03/2021 09:48:31,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Qui a réalisé ""Rollerball"" (version 2002)",John McTiernan,3,Cam,,
06/03/2021 09:51:33,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Qui a réalisé le film ""Highlander 2 : le retour"" ? ",Russel Mulcahy,5,Cam,,
06/03/2021 09:53:02,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Qui a réalisé le film ""SIgnes"" sorti en 2002 ? ",M. Night Shyamalan,4,Cam,,
06/03/2021 09:54:14,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Qui  a réalisé le film ""Paranormal activity"" sorti en 2007 ? ",Oren Peli,3,Cam,,
06/03/2021 09:55:43,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Qui a realisé le film ""Mac et Moi"" sorti en 1988 ? ",Stewart Raffill ,4,Cam,,
07/03/2021 22:04:54,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Who dropped the screw in the tuna?,I DROOOOOOOOOOPPED THE SCREEEEEEEEEEEEEEW IN THE TUUUUUUNA ! I DROOOOOOOOOOPPED THE SCREEEEEEEEEEEEEEW IN THE TUUUUUUNA ! I DROOOOOOOOOOPPED THE SCREEEEEEEEEEEEEEW IN THE TUUUUUUNA ! I DROOOOOOOOOOPPED THE SCREEEEEEEEEEEEEEW IN THE TUUUUUUNA ! I DROOOOOOOOOOPPED THE SCREEEEEEEEEEEEEEW IN THE TUUUUUUNA ! I DROOOOOOOOOOPPED THE SCREEEEEEEEEEEEEEW IN THE TUUUUUUNA !I DROOOOOOOOOOPPED THE SCREEEEEEEEEEEEEEW IN THE TUUUUUUNA ! I DROOOOOOOOOOPPED THE SCREEEEEEEEEEEEEEW IN THE TUUUUUUNA ! I DROOOOOOOOOOPPED THE SCREEEEEEEEEEEEEEW IN THE TUUUUUUNA !I DROOOOOOOOOOPPED THE SCREEEEEEEEEEEEEEW IN THE TUUUUUUNA ! I DROOOOOOOOOOPPED THE SCREEEEEEEEEEEEEEW IN THE TUUUUUUNA ! I DROOOOOOOOOOPPED THE SCREEEEEEEEEEEEEEW IN THE TUUUUUUNA ! ,3,Kenan & Kel,,
08/03/2021 12:38:30,"Géographie (Cartographie & Géographie humaine), Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Un satellite GPS connaît-il ma position ?,"Non, il ne fait qu'envoyer un signal.",1,Clem,,
08/03/2021 13:05:15,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Comment appelle-t-on communément les "" Pseudorca crassidens "" ? 3 réponses différentes sont acceptées.",Fausse orque ; Pseudorque (ma préféré) ; Faux épaulards.,2,Lila,,
08/03/2021 23:21:19,Histoire (Politique & Date),Question classique,"Quel ministre a dit être ""fasciné par la télé-réalité"" et ""J'adore “Les Marseillais”, je connais tout par cœur""?",Eric Dupond-Moretti.,2,Lila,,
09/03/2021 10:17:10,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Le problème à 3 corps possède une solution analytique exacte. Vrai ou Faux ?,Vrai depuis 1909,1,Clem,,
09/03/2021 13:35:51,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Classez ces mers/océans du moins salé au plus salé : Océan Atlantique, Mer Noire, Mer Baltique, Mer Morte, Mer Méditerranée",Mer Baltique < Mer Noire < Océan Atlantique < Mer Méditerranée <Mer Morte,4,Clem,,
09/03/2021 13:44:12,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Classez ces proposition du moins salée au plus salée (en proportion) : Beurre Breton, Mer Morte, Pain de mie, Larme de babtou fragile",Pain  < beurre  < larme < mer Morte,3,Clem,,
09/03/2021 13:50:57,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Entre 0 et 50 km d'altitude, à quelle altitude fait-il le plus froid ? (à 2.5 km près)",18 km,3,Clem,,
11/03/2021 17:46:12,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Kylian Mbappé est-il droitier ou gaucher ?,Droitier,1,Tiéno,,
11/03/2021 17:49:02,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Quel commentateur de football a dit : ""Second poteau Paavaaaard !!"" ?",Grégoire Margotton,5,Tiéno,,
11/03/2021 17:50:58,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Lors du ""second poteau Paavaaaard !!"", qui fait la passe décisive ?",Lucas Hernandez,3,Tiéno,,
11/03/2021 17:54:10,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quels étaient les autres nations dans la poule de la France lors de la coupe du monde football ?,"Le Pérou, le Danemark et l'Australie",4,Tiéno,,
11/03/2021 18:00:37,Géographie (Cartographie & Géographie humaine),Question classique,Quelles lignes de bus passent par Mairie de Montreuil ?,"102, 115, 121, 122, 129, 322",2,Tiéno,,
11/03/2021 18:03:16,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"A qui doit-on la maxime : ""Rien ne se perd, rien ne se crée, tout se transforme"" ?",Antoine Lavoisier,1,Tiéno,,
11/03/2021 18:05:46,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quelle était la nationalité de Galilée ?,Italienne,1,Tiéno,,
11/03/2021 18:06:34,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Qui a dit : ""Et pourtant elle tourne"" ?",Galilée,1,Tiéno,,
11/03/2021 18:12:59,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Quel érudit grec a calculé la circonférence de la Terre avec, d'après les histoires, un bâton (son BAATON!) et un chameau ?",Ératosthène,4,Tiéno,,
12/03/2021 20:27:09,Histoire (Politique & Date),Question classique,"A Nice, un arbre sème la zizanie entre les riverains et la mairie.  Quel problème cet arbre pose-t-il aux habitants du quartier et plus particulièrement aux habitants des balcons du 45, rue de Roquebillière? ((Selon un article de ""20 minutes"" datant du 29/09/20))","""Un arbre qui sent ""le vomis"""". En effet, le Gingko Biloba femelle en périodes d'ovulation dégage une odeur qu'on pourrait qualifier de fétide.",3,Lila,,
